restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address,clean_name
The Bengaluru Brasserie - Hyatt Centric MG Road,casual dining,4.1,117,2000.0,No,Yes,"continental, asian, north indian, south indian",brigade road,ulsoor,The Bengaluru Brasserie - Hyatt Centric MG Road
The Bier Library,"microbrewery, casual dining",4.3,552,2000.0,Yes,Yes,"continental, north indian, pizza, bbq",koramangala 4th block,koramangala 6th block,The Bier Library
The Biere Club,"pub, microbrewery",4.3,2283,1700.0,No,Yes,"continental, bbq, finger food",whitefield,whitefield,The Biere Club
The Big Barbeque,casual dining,4.7,524,1500.0,No,Yes,"bbq, north indian, continental, chinese",electronic city,electronic city,The Big Barbeque
The Big Bellyz,quick bites,3.9,105,300.0,Yes,No,"fast food, beverages, momos",malleshwaram,malleshwaram,The Big Bellyz
The Big Grill,quick bites,3.4,9,400.0,No,No,"north indian, chinese, mughlai",marathahalli,marathahalli,The Big Grill
The Big O Bakes,bakery,4.0,66,300.0,No,No,"bakery, desserts",banashankari,banashankari,The Big O Bakes
The Big Spoon,casual dining,3.8,45,750.0,Yes,No,"north indian, mughlai",brookefield,whitefield,The Big Spoon
The Bigman's Cafe,"takeaway, delivery",3.7,31,450.0,No,No,"north indian, chinese",hsr,hsr,The Bigman's Cafe
The Biriyani Factory,quick bites,3.1,29,500.0,Yes,No,"north indian, biryani",bannerghatta road,btm,The Biriyani Factory
The Biriyani Pedia,quick bites,3.9,55,300.0,Yes,No,biryani,basavanagudi,btm,The Biriyani Pedia
The Biryani Cafe,quick bites,4.1,520,300.0,No,No,"biryani, chinese, kebab",banashankari,banashankari,The Biryani Cafe
The Biryani Culture,food court,3.2,9,500.0,Yes,No,north indian,malleshwaram,malleshwaram,The Biryani Culture
The Biryani Palace,quick bites,3.0,12,500.0,Yes,No,"biryani, andhra",hsr,hsr,The Biryani Palace
The Biryani Paradise,quick bites,3.8,32,350.0,No,No,"biryani, south indian",brigade road,richmond road,The Biryani Paradise
The Biryani Story,casual dining,4.4,76,600.0,No,No,"biryani, north indian, chinese, mughlai","byresandra,tavarekere,madiwala",btm,The Biryani Story
The Biryanis,casual dining,3.8,426,500.0,Yes,No,"andhra, biryani, north indian",indiranagar,jeevan bhima nagar,The Biryanis
The Bite Club,food truck,3.6,23,400.0,No,No,"american, goan",indiranagar,east bangalore,The Bite Club
The Black Pearl,"casual dining, bar",4.7,10413,1400.0,No,Yes,"north indian, european, mediterranean","byresandra,tavarekere,madiwala",koramangala 5th block,The Black Pearl
The Black Rabbit,"bar, casual dining",4.3,4187,1500.0,No,Yes,"continental, salad, burger, finger food, pizza",indiranagar,indiranagar,The Black Rabbit
The Blackboard Bakery,"cafe, bakery",3.7,90,1000.0,No,Yes,"cafe, bakery, continental",church street,lavelle road,The Blackboard Bakery
The Blue Bawarchi,quick bites,3.6,34,300.0,Yes,No,"chinese, oriya, north indian, bengali",kalyan nagar,nagawara,The Blue Bawarchi
The Blue Wagon - Kitchen,cafe,4.6,228,400.0,Yes,No,"cafe, beverages",banashankari,jayanagar,The Blue Wagon - Kitchen
The Bong,quick bites,3.1,38,300.0,No,No,"bengali, north indian",lavelle road,frazer town,The Bong
The Bong Palate,quick bites,3.8,58,300.0,Yes,No,"bengali, north indian, chinese",bannerghatta road,btm,The Bong Palate
The Boozy Griffin,"casual dining, pub",4.6,4947,1800.0,No,Yes,"european, continental","byresandra,tavarekere,madiwala",koramangala 5th block,The Boozy Griffin
The Breakfast Club,delivery,3.9,90,400.0,No,No,"continental, south indian, north indian",electronic city,electronic city,The Breakfast Club
The Breakfast Truck,quick bites,3.8,64,550.0,No,No,continental,koramangala 4th block,koramangala 6th block,The Breakfast Truck
The Breakfeast,"takeaway, delivery",3.4,10,200.0,No,No,"continental, north indian, south indian",hsr,hsr,The Breakfeast
The Brekkie Shop,delivery,3.7,57,300.0,Yes,No,"healthy food, sandwich",indiranagar,indiranagar,The Brekkie Shop
The Brew - Aurick Boutique Hotel,casual dining,3.1,16,700.0,No,No,"north indian, south indian, chinese, grill",jayanagar,jp nagar,The Brew - Aurick Boutique Hotel
The Brewing Bean,cafe,3.7,47,500.0,No,No,cafe,bellandur,bellandur,The Brewing Bean
The Bridge Walk Cafe,cafe,3.7,44,500.0,Yes,No,"cafe, continental",kalyan nagar,kengeri,The Bridge Walk Cafe
The Buffet Table,casual dining,2.8,40,1200.0,No,Yes,"north indian, pan asian, chinese, italian, continental, south indian",hsr,hsr,The Buffet Table
The Bundle Co.,quick bites,4.4,222,700.0,Yes,No,"burger, continental, italian, beverages",brigade road,mg road,The Bundle Co.
The Burger Place,quick bites,3.8,26,400.0,Yes,No,"burger, continental, fast food","byresandra,tavarekere,madiwala",koramangala 1st block,The Burger Place
The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,cafe,4.0,30,800.0,No,No,cafe,brigade road,richmond road,The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi
The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,cafe,4.0,31,800.0,No,No,cafe,lavelle road,richmond road,The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi
The Cafe Nuts and Bolts,cafe,3.0,28,500.0,Yes,No,"cafe, fast food, chinese",jp nagar,kumaraswamy layout,The Cafe Nuts and Bolts
The Cake City,"quick bites, bakery",3.2,4,300.0,Yes,No,"chinese, continental, desserts, bakery",basavanagudi,shanti nagar,The Cake City
The Cake Factory,bakery,3.4,4,300.0,No,No,bakery,rajajinagar,rajajinagar,The Cake Factory
The Cake House,bakery,3.7,29,300.0,Yes,No,"bakery, desserts",brigade road,ulsoor,The Cake House
The Cake Lair,"bakery, quick bites",2.8,40,600.0,No,No,"bakery, fast food, beverages",electronic city,electronic city,The Cake Lair
The Cake Mart,bakery,3.5,22,600.0,Yes,No,"bakery, desserts",indiranagar,old airport road,The Cake Mart
The Cake Post,bakery,3.4,12,900.0,No,No,"bakery, desserts",old airport road,old airport road,The Cake Post
The Cake Shop Mayura,bakery,3.6,13,800.0,No,No,"bakery, desserts",jayanagar,jp nagar,The Cake Shop Mayura
The Cake Ville,"bakery, quick bites",3.2,18,300.0,Yes,No,"bakery, desserts, fast food",bannerghatta road,jp nagar,The Cake Ville
The Cake Zone,bakery,2.8,40,200.0,No,No,bakery,bannerghatta road,jp nagar,The Cake Zone
The Caramelts Cafe,cafe,4.1,226,800.0,No,No,"cafe, salad, wraps, beverages",jayanagar,jayanagar,The Caramelts Cafe
The Chaat Shop,quick bites,2.5,35,200.0,No,No,fast food,basavanagudi,basavanagudi,The Chaat Shop
The Chai Stop,quick bites,2.8,40,200.0,Yes,No,"fast food, tea",brookefield,brookefield,The Chai Stop
The Chameleon,bar,4.1,163,1200.0,No,No,finger food,electronic city,electronic city,The Chameleon
The Charcoal Factory,quick bites,4.1,290,600.0,Yes,No,"burger, pizza, momos",brigade road,koramangala 6th block,The Charcoal Factory
The Chariot,quick bites,2.9,50,350.0,Yes,No,"south indian, north indian, chinese",brigade road,brigade road,The Chariot
The Charlton Bar,bar,3.3,4,1000.0,No,No,"chinese, north indian",brigade road,residency road,The Charlton Bar
The Cheesecake Corner,"takeaway, delivery",3.7,48,400.0,No,No,desserts,"byresandra,tavarekere,madiwala",btm,The Cheesecake Corner
The Chef Couple,casual dining,3.4,17,750.0,No,No,"north indian, mughlai, chinese",sarjapur road,sarjapur road,The Chef Couple
The Chef's Cake & Bakes,dessert parlor,2.8,40,800.0,Yes,No,desserts,brigade road,richmond road,The Chef's Cake & Bakes
The Chef's Kitchen,casual dining,3.8,311,800.0,Yes,No,"continental, north indian, chinese",kalyan nagar,kalyan nagar,The Chef's Kitchen
The Chefs Specials,"takeaway, delivery",2.8,40,400.0,Yes,No,"north indian, chinese, mughlai",whitefield,whitefield,The Chefs Specials
The Chennai Express,quick bites,3.8,166,200.0,No,No,"south indian, chinese",indiranagar,indiranagar,The Chennai Express
The Chervil,casual dining,4.1,232,1000.0,Yes,No,"north indian, continental",jp nagar,jp nagar,The Chervil
The Chevron Brigade,casual dining,3.3,4,1200.0,No,No,"fast food, biryani, chinese",lavelle road,brigade road,The Chevron Brigade
The Chinese Table,casual dining,3.0,13,400.0,Yes,No,"chinese, thai, pan asian",kalyan nagar,nagawara,The Chinese Table
The Chocolate Heaven,"dessert parlor, cafe",2.8,40,600.0,No,No,"desserts, cafe",brigade road,commercial street,The Chocolate Heaven
The Chocolate Heaven - Cakes,"dessert parlor, bakery",3.9,64,600.0,Yes,No,"desserts, bakery, beverages",kalyan nagar,kalyan nagar,The Chocolate Heaven - Cakes
The Chocolate Mansion,delivery,3.4,8,250.0,No,No,desserts,malleshwaram,sadashiv nagar,The Chocolate Mansion
The Chocolate Room,cafe,2.8,43,600.0,Yes,No,"cafe, beverages",electronic city,electronic city,The Chocolate Room
The Chocolatiers,dessert parlor,3.5,14,150.0,No,No,desserts,bannerghatta road,bannerghatta road,The Chocolatiers
The Choux Box,"takeaway, delivery",3.5,11,300.0,No,No,"desserts, bakery",koramangala 4th block,koramangala 6th block,The Choux Box
The Coastal Crew by Fujian on 24th,"casual dining, bar",4.2,1028,1100.0,Yes,Yes,"chinese, thai, seafood, north indian, momos",bannerghatta road,jp nagar,The Coastal Crew by Fujian on 24th
The Coffee Bean & Tea Leaf,cafe,3.0,38,700.0,Yes,No,"cafe, coffee",whitefield,whitefield,The Coffee Bean & Tea Leaf
The Coffee Shack,cafe,4.2,164,500.0,Yes,Yes,"cafe, chinese, continental, italian",banashankari,banashankari,The Coffee Shack
The Colony Gastropub,"casual dining, bar",4.1,512,1200.0,No,Yes,"modern indian, continental",hsr,hsr,The Colony Gastropub
The Combo House,quick bites,3.3,7,500.0,Yes,No,"fast food, north indian",brookefield,whitefield,The Combo House
The Coorg Food Co.,casual dining,4.3,473,750.0,Yes,Yes,south indian,kalyan nagar,kalyan nagar,The Coorg Food Co.
The Corner - Hyatt Centric MG Road,cafe,2.8,40,1000.0,No,No,"cafe, desserts, fast food",indiranagar,ulsoor,The Corner - Hyatt Centric MG Road
The Courtyard,cafe,3.9,296,750.0,No,Yes,"cafe, italian",brigade road,shanti nagar,The Courtyard
The Cravery,cafe,2.6,18,500.0,Yes,No,cafe,"byresandra,tavarekere,madiwala",jp nagar,The Cravery
The Creek - The Den Bengaluru,casual dining,4.4,383,2000.0,No,Yes,"north indian, continental, chinese",whitefield,whitefield,The Creek - The Den Bengaluru
The Crunch,beverage shop,3.3,6,300.0,No,No,beverages,brookefield,brookefield,The Crunch
The Crust Factory,"bakery, cafe",3.5,11,400.0,Yes,No,"bakery, cafe, desserts",malleshwaram,yeshwantpur,The Crust Factory
The Cuboidal,quick bites,3.6,16,300.0,Yes,No,"fast food, beverages, sandwich",bannerghatta road,btm,The Cuboidal
The Culinarium,"cafe, dessert parlor",3.7,19,1100.0,No,No,"cafe, desserts, beverages",brigade road,vasanth nagar,The Culinarium
The Cupcake Story,bakery,3.5,13,300.0,No,No,bakery,malleshwaram,yeshwantpur,The Cupcake Story
The Curry Hut Plus,casual dining,3.4,116,400.0,Yes,No,"north indian, south indian, chinese",bannerghatta road,bannerghatta road,The Curry Hut Plus
The Daily,quick bites,4.0,130,400.0,Yes,No,"rajasthani, north indian",electronic city,electronic city,The Daily
The Deagh,quick bites,3.7,58,500.0,No,No,"chinese, north indian, arabian",frazer town,frazer town,The Deagh
The Delhiwala's Kitchen-Pure Veg,quick bites,2.8,40,200.0,Yes,No,north indian,brookefield,brookefield,The Delhiwala's Kitchen-Pure Veg
The Deli - The Den Bengaluru,bakery,3.7,23,600.0,Yes,No,"bakery, desserts",brookefield,"itpl main road, whitefield",The Deli - The Den Bengaluru
The Denny's,casual dining,3.7,91,900.0,No,No,"north indian, chinese","byresandra,tavarekere,madiwala",jayanagar,The Denny's
The Dessert Destination,dessert parlor,2.8,40,300.0,No,No,desserts,malleshwaram,rajajinagar,The Dessert Destination
The Dhaba,casual dining,2.7,442,900.0,No,Yes,north indian,brookefield,marathahalli,The Dhaba
The Difference,casual dining,2.7,18,600.0,Yes,No,"north indian, chinese, arabian",brookefield,whitefield,The Difference
The Diner,casual dining,3.6,197,700.0,Yes,No,"north indian, chinese, andhra, biryani",brookefield,whitefield,The Diner
The Dining Table - Sahar Pavillion,"casual dining, bar",3.7,74,1500.0,No,Yes,"chinese, continental, north indian, pizza, south indian",electronic city,electronic city,The Dining Table - Sahar Pavillion
The Donut Baker,"bakery, dessert parlor",3.0,31,150.0,No,No,desserts,brigade road,ulsoor,The Donut Baker
The Dreamy Oven,bakery,3.7,25,600.0,No,No,"bakery, salad",sarjapur road,sarjapur road,The Dreamy Oven
The Druid Garden,"microbrewery, casual dining",4.3,3077,1700.0,Yes,Yes,"asian, continental, european, north indian, mediterranean",new bel road,sahakara nagar,The Druid Garden
The Duke of Juices,"food court, beverage shop",3.3,8,200.0,Yes,No,beverages,malleshwaram,yeshwantpur,The Duke of Juices
The Early bell,quick bites,3.9,191,300.0,Yes,No,"north indian, chinese",brookefield,whitefield,The Early bell
The Eatery - Four Points by Sheraton Bengaluru,casual dining,4.0,328,1700.0,No,Yes,"continental, north indian",whitefield,whitefield,The Eatery - Four Points by Sheraton Bengaluru
The Eatery Cafe & Restaurant,casual dining,3.8,60,800.0,No,No,fast food,marathahalli,marathahalli,The Eatery Cafe & Restaurant
The Egg Factory,casual dining,4.0,136,750.0,Yes,No,"continental, american","byresandra,tavarekere,madiwala",hsr,The Egg Factory
The Elachi,quick bites,3.1,18,500.0,No,No,north indian,electronic city,electronic city,The Elachi
The Elaichi Restaurant,casual dining,3.6,399,700.0,Yes,No,"north indian, asian, continental, bengali, momos",electronic city,electronic city,The Elaichi Restaurant
The Enav Bowl,quick bites,3.8,20,400.0,No,No,"healthy food, beverages, mexican, burger, italian","byresandra,tavarekere,madiwala",koramangala 5th block,The Enav Bowl
The Farm House Bar n Grill,"casual dining, bar",3.7,34,800.0,No,No,"north indian, continental",brookefield,whitefield,The Farm House Bar n Grill
The Fast Food,quick bites,3.9,66,150.0,Yes,No,"south indian, fast food",rajajinagar,malleshwaram,The Fast Food
The Fat Chef,casual dining,4.1,1739,1400.0,Yes,Yes,"japanese, italian, american, asian, north indian, steak",brookefield,whitefield,The Fat Chef
The Fatty Bao - Asian Gastro Bar,"casual dining, bar",4.6,3760,1200.0,Yes,No,"asian, thai, vietnamese, malaysian, beverages",indiranagar,indiranagar,The Fatty Bao - Asian Gastro Bar
The Feast Fries,quick bites,2.8,40,200.0,Yes,No,fast food,kalyan nagar,kalyan nagar,The Feast Fries
The Fiery Indian Kitchen,casual dining,3.4,7,700.0,Yes,No,north indian,lavelle road,majestic,The Fiery Indian Kitchen
The Filter Coffee,mess,4.0,55,400.0,No,No,"south indian, coffee",kalyan nagar,banaswadi,The Filter Coffee
The Fisherman's Wharf,"casual dining, bar",4.3,4108,1400.0,Yes,Yes,"seafood, goan, north indian, continental, asian",hsr,sarjapur road,The Fisherman's Wharf
The Fixx,"casual dining, bar",4.3,216,1200.0,No,Yes,"continental, south indian, italian, north indian, chinese",koramangala 4th block,koramangala 4th block,The Fixx
The Flavours,casual dining,3.2,7,500.0,No,No,"kerala, chinese, arabian, biryani",kalyan nagar,kalyan nagar,The Flavours
The Flying Cup,quick bites,4.2,233,150.0,Yes,No,"beverages, fast food, tea",bellandur,sarjapur road,The Flying Cup
The Flying Squirrel,cafe,4.0,24,450.0,No,No,"cafe, bakery, beverages, burger, continental",brigade road,brigade road,The Flying Squirrel
The Flying Trapeze,lounge,2.8,40,1500.0,No,Yes,"continental, north indian, chinese, modern indian, asian",koramangala 7th block,koramangala 5th block,The Flying Trapeze
The Food Corner,quick bites,2.8,40,400.0,Yes,No,"north indian, chinese",frazer town,rt nagar,The Food Corner
The Food Cottage,quick bites,3.7,48,350.0,Yes,No,"hyderabadi, north indian",bannerghatta road,btm,The Food Cottage
The Food Dude,delivery,3.9,179,300.0,Yes,No,"fast food, burger, sandwich, pizza",koramangala 5th block,koramangala 6th block,The Food Dude
The Food Factory,quick bites,2.7,42,450.0,No,No,"north indian, chinese",hsr,hsr,The Food Factory
The Food Therapy,"casual dining, bar",2.8,40,1000.0,No,No,"north indian, south indian, continental, chinese",hsr,koramangala 1st block,The Food Therapy
The Foodware Veg,quick bites,3.8,19,400.0,No,No,south indian,electronic city,electronic city,The Foodware Veg
The Foodyz,quick bites,3.6,43,500.0,Yes,No,"north indian, chinese",jayanagar,jp nagar,The Foodyz
The Fortuna,quick bites,3.0,67,250.0,Yes,No,"north indian, chinese",banashankari,kumaraswamy layout,The Fortuna
The French Corner,"bakery, dessert parlor",3.4,10,400.0,No,No,"bakery, desserts, fast food",kalyan nagar,kalyan nagar,The French Corner
The French Loaf,bakery,3.8,34,400.0,No,No,"bakery, desserts, sandwich",brigade road,koramangala 5th block,The French Loaf
The Fresh Factor,quick bites,3.1,14,200.0,No,No,"juices, sandwich",koramangala 4th block,koramangala 6th block,The Fresh Factor
The Fresh Wok,"takeaway, delivery",3.3,10,600.0,No,No,asian,"byresandra,tavarekere,madiwala",btm,The Fresh Wok
The Frozen House,dessert parlor,2.8,40,300.0,Yes,No,"desserts, fast food",malleshwaram,malleshwaram,The Frozen House
The Ganache Factory,delivery,4.2,127,400.0,No,No,"desserts, bakery",jp nagar,jayanagar,The Ganache Factory
The Globe Grub,casual dining,4.4,201,1300.0,No,Yes,"continental, north indian, asian, italian","byresandra,tavarekere,madiwala",btm,The Globe Grub
The Gluten Free Baking Co.,bakery,3.8,41,400.0,No,No,bakery,frazer town,banaswadi,The Gluten Free Baking Co.
The Golden Metro,casual dining,3.6,70,800.0,Yes,No,"north indian, mughlai, chinese, continental",lavelle road,seshadripuram,The Golden Metro
The Golden Spoon Restaurant Meat & Wine,casual dining,3.5,14,1000.0,No,No,"chinese, north indian","byresandra,tavarekere,madiwala",koramangala 7th block,The Golden Spoon Restaurant Meat & Wine
The Good Bowl,"takeaway, delivery",2.8,40,500.0,Yes,No,"italian, north indian, biryani",rajajinagar,jayanagar,The Good Bowl
The Good Grain,casual dining,4.1,54,400.0,Yes,No,"healthy food, north indian, south indian",brigade road,residency road,The Good Grain
The Grains,quick bites,2.8,40,300.0,Yes,No,"south indian, north indian, chinese",brookefield,marathahalli,The Grains
The Grand Kitchen Restaurant,quick bites,2.8,40,400.0,No,No,"north indian, chinese","byresandra,tavarekere,madiwala",btm,The Grand Kitchen Restaurant
The Grand Taj,quick bites,3.2,35,350.0,Yes,No,"north indian, chinese",brigade road,shivajinagar,The Grand Taj
The Green House Family Restaurant,"casual dining, bar",3.2,13,700.0,No,No,"north indian, chinese, seafood, biryani",lavelle road,majestic,The Green House Family Restaurant
The Green Path - Forgotten Food,casual dining,4.3,1143,1100.0,No,Yes,"north indian, south indian",malleshwaram,malleshwaram,The Green Path - Forgotten Food
The Grill House,casual dining,4.0,178,1000.0,Yes,Yes,"american, mexican, italian, steak",kalyan nagar,kalyan nagar,The Grill House
The Grilled & Fried,quick bites,2.8,53,300.0,Yes,No,fast food,marathahalli,marathahalli,The Grilled & Fried
The Grillo,casual dining,2.8,80,500.0,Yes,Yes,"south indian, arabian, chinese, north indian, seafood, mangalorean",banashankari,jayanagar,The Grillo
The Grub Central,cafe,4.0,797,700.0,Yes,Yes,"cafe, italian, continental",bellandur,hsr,The Grub Central
The Gujarat Express,"quick bites, sweet shop",3.1,16,250.0,Yes,No,"street food, mithai, north indian",bannerghatta road,bannerghatta road,The Gujarat Express
The Happy Vegetarian,casual dining,2.8,40,600.0,No,No,"north indian, chinese, south indian",malleshwaram,basaveshwara nagar,The Happy Vegetarian
The Hidden Cafe,quick bites,3.9,95,350.0,Yes,No,"north indian, fast food","byresandra,tavarekere,madiwala",koramangala 1st block,The Hidden Cafe
The Hidden Home,casual dining,4.2,1060,1300.0,Yes,Yes,"asian, chinese, continental, north indian, south indian",sarjapur road,sarjapur road,The Hidden Home
The Higher Taste,casual dining,4.3,854,800.0,No,Yes,"pizza, biryani, north indian, south indian",malleshwaram,rajajinagar,The Higher Taste
The Higher Taste Stores,"quick bites, bakery",3.8,120,300.0,Yes,No,"fast food, bakery",malleshwaram,malleshwaram,The Higher Taste Stores
The Himalayan,casual dining,4.4,320,1200.0,No,Yes,korean,"byresandra,tavarekere,madiwala",koramangala 5th block,The Himalayan
The Hole in the Wall Cafe,cafe,4.6,7113,600.0,No,No,"cafe, american, burger",koramangala 4th block,koramangala 4th block,The Hole in the Wall Cafe
The Hot Cafe,quick bites,3.2,24,300.0,No,No,fast food,jp nagar,kumaraswamy layout,The Hot Cafe
The House Of Paratha,quick bites,3.7,58,200.0,Yes,No,north indian,"byresandra,tavarekere,madiwala",koramangala 5th block,The House Of Paratha
The Hub - Ibis Bengaluru,bar,3.9,237,400.0,No,No,finger food,bellandur,marathahalli,The Hub - Ibis Bengaluru
The Hub - Ibis Hotel,bar,3.5,29,2200.0,No,No,"finger food, fast food, continental",brigade road,richmond road,The Hub - Ibis Hotel
The Hub & The Bar - Hotel Ramada Encore,"casual dining, bar",3.9,120,1700.0,No,No,"north indian, continental, chinese, european",old airport road,domlur,The Hub & The Bar - Hotel Ramada Encore
The Humble Pie,"bakery, dessert parlor",3.9,34,200.0,Yes,No,"desserts, bakery",hsr,hsr,The Humble Pie
The Humming Tree,lounge,4.0,2418,1400.0,Yes,No,"fast food, european",brigade road,indiranagar,The Humming Tree
The Hundred Food Journey,casual dining,3.8,46,1100.0,Yes,Yes,"continental, italian",new bel road,new bel road,The Hundred Food Journey
The Hunger Room,quick bites,3.9,36,400.0,Yes,No,"continental, sandwich, burger, italian, salad, pizza",bannerghatta road,jp nagar,The Hunger Room
The Hungers Zone,quick bites,3.7,57,300.0,Yes,No,"fast food, italian, pizza",koramangala 7th block,btm,The Hungers Zone
The Hungry,quick bites,3.6,20,400.0,Yes,No,"fast food, chinese",electronic city,electronic city,The Hungry
The Hungry Shark Cafe,cafe,3.9,117,700.0,No,No,"cafe, continental, beverages",electronic city,electronic city,The Hungry Shark Cafe
The Hungry Yeti,casual dining,4.0,146,700.0,No,No,"tibetan, nepalese",whitefield,whitefield,The Hungry Yeti
The Hyderabad Chefs,"takeaway, delivery",2.8,63,600.0,Yes,No,"north indian, hyderabadi, andhra, chinese",whitefield,whitefield,The Hyderabad Chefs
The Hyderbadi Chefs,quick bites,3.4,4,400.0,Yes,No,"south indian, north indian, chinese",electronic city,electronic city,The Hyderbadi Chefs
The Irish House,"casual dining, pub",4.2,793,1700.0,Yes,No,"european, american",bellandur,bellandur,The Irish House
The IT Crowd,quick bites,2.8,20,400.0,Yes,No,"north indian, burger, sandwich, chinese",brookefield,whitefield,The IT Crowd
The J,quick bites,4.0,133,450.0,Yes,No,"fast food, beverages",indiranagar,church street,The J
The Jade Kitchen,casual dining,3.9,118,600.0,Yes,No,"chinese, thai",jayanagar,jp nagar,The Jade Kitchen
The Juice Shop,quick bites,2.8,40,200.0,No,No,"juices, north indian",electronic city,electronic city,The Juice Shop
The Juice Shop - Juicery And Kitchen,quick bites,3.9,39,300.0,Yes,No,"beverages, fast food, bakery",kalyan nagar,kalyan nagar,The Juice Shop - Juicery And Kitchen
The Juicy,beverage shop,3.5,13,100.0,Yes,No,"beverages, juices",bannerghatta road,jp nagar,The Juicy
The Jungle Terrace,casual dining,3.5,13,600.0,Yes,No,"continental, mexican, lebanese",brigade road,brigade road,The Jungle Terrace
The Kabab Studio - Goldfinch Hotel,casual dining,4.2,358,1500.0,No,Yes,"north indian, chinese, continental",malleshwaram,seshadripuram,The Kabab Studio - Goldfinch Hotel
The Kebab House,quick bites,4.2,51,250.0,Yes,No,"kebab, biryani",sarjapur road,bellandur,The Kebab House
The Kebab Room - Restaurant & Brewery,"casual dining, microbrewery",4.0,773,1000.0,No,Yes,"mughlai, north indian",indiranagar,indiranagar,The Kebab Room - Restaurant & Brewery
The Kick-Ass Company Pub & Diner,pub,3.7,21,800.0,No,No,finger food,marathahalli,marathahalli,The Kick-Ass Company Pub & Diner
The Kim Chi Chef,casual dining,4.0,210,900.0,Yes,No,"chinese, thai, momos",whitefield,whitefield,The Kim Chi Chef
The Kimchi Chef,casual dining,3.4,5,500.0,No,No,"thai, chinese",whitefield,whitefield,The Kimchi Chef
The Kitchen,casual dining,2.8,40,800.0,Yes,No,"andhra, biryani, mughlai",jp nagar,jp nagar,The Kitchen
The Kitchen Bandit,delivery,3.2,42,350.0,Yes,No,"chinese, north indian, fast food","byresandra,tavarekere,madiwala",koramangala 2nd block,The Kitchen Bandit
The Kitchen Chef,delivery,2.9,94,500.0,Yes,No,"fast food, north indian, chinese",indiranagar,old airport road,The Kitchen Chef
The Kitchen Story,delivery,3.2,19,300.0,Yes,No,"north indian, chinese",hsr,hsr,The Kitchen Story
The Konkan - Seafood Restaurant,casual dining,4.4,218,850.0,Yes,Yes,"seafood, konkan, mangalorean",brigade road,st. marks road,The Konkan - Seafood Restaurant
The Kream Story,"dessert parlor, quick bites",4.1,37,500.0,Yes,No,"desserts, fast food","byresandra,tavarekere,madiwala",koramangala 7th block,The Kream Story
The Krishna Grand,casual dining,3.9,888,750.0,Yes,No,"north indian, south indian, chinese, fast food, juices",banashankari,banashankari,The Krishna Grand
The Krishna Grand Xpress,quick bites,4.0,136,350.0,Yes,No,"south indian, fast food",banashankari,jayanagar,The Krishna Grand Xpress
The Lakefront Kitchen,casual dining,3.7,19,600.0,No,No,"north indian, chinese, mughlai",sarjapur road,electronic city,The Lakefront Kitchen
The LaLiT Boulangerie - The LaLiT Ashok Bangalore,"bakery, dessert parlor",3.2,33,600.0,No,No,"bakery, desserts",malleshwaram,seshadripuram,The LaLiT Boulangerie - The LaLiT Ashok Bangalore
The Lantern Restaurant & Bar - The Ritz-Carlton...,"fine dining, bar",4.3,430,3500.0,No,Yes,chinese,lavelle road,residency road,The Lantern Restaurant & Bar - The Ritz-Carlton...
The Lassi and Juice Park,"beverage shop, dessert parlor",3.8,28,150.0,No,No,"juices, desserts",banashankari,banashankari,The Lassi and Juice Park
The Lassi Bar,beverage shop,3.7,42,300.0,No,No,"beverages, juices","byresandra,tavarekere,madiwala",btm,The Lassi Bar
The Lassi Park,beverage shop,3.8,37,200.0,No,No,"juices, desserts",frazer town,frazer town,The Lassi Park
The Leela Cake Shop - The Leela Palace,dessert parlor,3.9,72,1200.0,No,No,"desserts, bakery",indiranagar,old airport road,The Leela Cake Shop - The Leela Palace
The Lemon Grass Kitchen,quick bites,3.3,5,300.0,No,No,"chinese, thai",electronic city,electronic city,The Lemon Grass Kitchen
The Light House Restaurant,casual dining,4.2,53,500.0,Yes,No,"north indian, chinese, seafood",new bel road,new bel road,The Light House Restaurant
The Lighthouse Cafe,casual dining,3.6,21,650.0,No,No,"american, italian",whitefield,whitefield,The Lighthouse Cafe
The Litti Company,"takeaway, delivery",3.5,26,400.0,Yes,No,bihari,whitefield,whitefield,The Litti Company
The Little Chef,casual dining,3.5,136,600.0,No,No,"north indian, chinese",hsr,hsr,The Little Chef
The Little Kitchen,quick bites,3.3,4,300.0,Yes,No,"chinese, north indian","byresandra,tavarekere,madiwala",jp nagar,The Little Kitchen
The Lobby Brew - Conrad Bengaluru,cafe,3.8,24,2200.0,No,Yes,"cafe, north indian, fast food",indiranagar,ulsoor,The Lobby Brew - Conrad Bengaluru
The Lobby Lounge - Shangri-La Hotel,cafe,3.8,56,2000.0,No,No,cafe,lavelle road,vasanth nagar,The Lobby Lounge - Shangri-La Hotel
