restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address
The Paramount Hotel,casual dining,2.9,319,1000.0,Yes,No,"north indian, chinese, kerala, mughlai, arabian, beverages",indiranagar,domlur
The Paratha Company,delivery,4.2,402,400.0,Yes,No,north indian,brookefield,whitefield
The Paratha Stories,delivery,3.3,35,400.0,Yes,No,north indian,bellandur,koramangala 1st block
The Paratha Studio,quick bites,2.8,40,200.0,No,No,north indian,sarjapur road,bellandur
The Park East 01,casual dining,3.8,53,750.0,No,No,"north indian, chinese",malleshwaram,race course road
The Park Inn Restaurant,quick bites,3.0,18,450.0,No,No,"north indian, chinese",bannerghatta road,bannerghatta road
The Parotta Master,delivery,2.9,43,400.0,Yes,No,south indian,indiranagar,jeevan bhima nagar
The Parrot House,quick bites,2.8,40,200.0,No,No,"north indian, sandwich, beverages",whitefield,whitefield
The Pastry House,bakery,3.8,60,400.0,Yes,No,"bakery, desserts",electronic city,electronic city
The Pastry Inn,bakery,3.5,24,300.0,Yes,No,bakery,malleshwaram,sanjay nagar
The Pavillion,casual dining,2.7,43,1000.0,No,No,"north indian, continental, south indian, chinese",bannerghatta road,jp nagar
The Perfect Stop,quick bites,3.5,11,300.0,No,No,"italian, fast food, pizza",lavelle road,shanti nagar
The Permit Room,"casual dining, bar",4.5,1573,1500.0,No,No,south indian,brigade road,brigade road
The Persian Terrace - Sheraton Grand Bangalore Hotel...,fine dining,4.2,563,2500.0,No,Yes,"lebanese, mediterranean, afghan",malleshwaram,malleshwaram
The Pipe Rack,casual dining,3.7,38,700.0,No,No,cafe,kammanahalli,kalyan nagar
The Pizza Bakery,casual dining,4.8,1724,1200.0,Yes,Yes,"italian, pizza, beverages",indiranagar,indiranagar
The Pizzeria,casual dining,2.8,45,800.0,Yes,No,"pizza, italian, salad",banashankari,banashankari
The Platonic Cafe,cafe,2.8,40,500.0,Yes,No,"cafe, beverages",electronic city,electronic city
The Podium Sports Bar,bar,3.8,24,1200.0,No,No,finger food,brookefield,marathahalli
The Pump House,microbrewery,4.3,680,1500.0,No,No,"continental, finger food",jp nagar,jp nagar
The Punjabi,casual dining,2.9,32,550.0,Yes,No,"north indian, mughlai, biryani, chinese",bellandur,bellandur
The Punjabi Bites,quick bites,3.9,82,150.0,No,No,north indian,indiranagar,old airport road
The Punjabi Park,casual dining,3.5,31,500.0,Yes,No,north indian,whitefield,whitefield
The Punjabi Rasoi,casual dining,2.8,40,800.0,No,No,north indian,bannerghatta road,jp nagar
The Purple Pan,casual dining,4.1,500,600.0,Yes,No,"north indian, chinese",malleshwaram,rajajinagar
The Raj Pavilion - ITC Windsor,fine dining,4.2,371,2400.0,No,Yes,"north indian, continental, asian",malleshwaram,sankey road
The Rasaganga,casual dining,3.6,409,500.0,Yes,No,"south indian, north indian, chinese, street food",sarjapur road,bellandur
The Rasoi,casual dining,3.7,33,650.0,No,No,"north indian, chinese, hyderabadi",malleshwaram,seshadripuram
The Rasoiya Street,casual dining,4.1,1318,800.0,Yes,Yes,"north indian, continental, mediterranean, chinese","byresandra,tavarekere,madiwala",hsr
The Red Lantern,casual dining,3.7,82,800.0,Yes,No,"chinese, momos",kammanahalli,banaswadi
The Red Tandoor,quick bites,3.2,6,400.0,Yes,No,"chinese, north indian",marathahalli,marathahalli
The Rendezvous,casual dining,3.7,483,800.0,Yes,No,"continental, steak, chinese, salad, desserts, seafood, italian","byresandra,tavarekere,madiwala",koramangala 4th block
The Rennan's Cafe,quick bites,2.9,48,250.0,Yes,No,"chinese, fast food, momos",frazer town,kammanahalli
The Reservoire,"bar, casual dining",4.5,2540,1300.0,No,Yes,"continental, north indian, chinese, american, pizza, finger food","byresandra,tavarekere,madiwala",koramangala 5th block
The Restaurant,casual dining,3.7,23,1200.0,No,No,"continental, chinese, north indian",brookefield,marathahalli
The Restaurant - Coorg,casual dining,4.3,504,1100.0,No,Yes,south indian,indiranagar,indiranagar
The Retro,quick bites,3.2,47,300.0,Yes,No,"chinese, burger","byresandra,tavarekere,madiwala",koramangala 7th block
The Rice Bowl,"casual dining, bar",4.3,500,1300.0,Yes,Yes,"chinese, momos",brigade road,lavelle road
The Rice Company,delivery,2.8,40,500.0,No,No,north indian,marathahalli,marathahalli
The Rich Crust,cafe,3.8,43,600.0,Yes,No,"cafe, european, continental",new bel road,sahakara nagar
THE RIG,"microbrewery, casual dining",4.3,1585,1500.0,No,Yes,"continental, finger food, pizza",bellandur,sarjapur road
The Ritz-Carlton Bar - The Ritz-Carlton,lounge,4.0,93,2000.0,No,No,finger food,brigade road,residency road
The Roastery,cafe,4.3,167,500.0,No,No,cafe,kalyan nagar,kalyan nagar
The Rogue Elephant,casual dining,4.3,1037,1000.0,No,Yes,"desserts, asian, beverages",basavanagudi,basavanagudi
The Rolling Pin,"bakery, dessert parlor",4.0,74,400.0,No,No,"bakery, desserts",indiranagar,indiranagar
The RoofTop,casual dining,3.3,4,1000.0,No,No,"north indian, asian, mediterranean",brigade road,st. marks road
The Royal Corner - Pai Viceroy,casual dining,4.2,815,900.0,Yes,Yes,"north indian, chinese",banashankari,jayanagar
The Salad Studio,cafe,4.0,107,400.0,Yes,No,"cafe, healthy food, salad",bellandur,bellandur
The Salt Grill - Hilton Bangalore Embassy Golflinks,fine dining,4.1,94,3000.0,No,Yes,"european, mediterranean, salad",koramangala 4th block,domlur
The Sanctuary,cafe,3.9,61,450.0,No,No,"cafe, fast food",frazer town,banaswadi
The Sandesh Factory,sweet shop,3.2,4,150.0,No,No,"mithai, desserts",bannerghatta road,bannerghatta road
The Sandwich Club,quick bites,3.9,88,250.0,Yes,No,fast food,"byresandra,tavarekere,madiwala",hsr
The Second Wife,casual dining,3.7,68,800.0,Yes,No,"south indian, andhra, biryani",kalyan nagar,hennur
The Shake Factory Originals,"beverage shop, quick bites",3.3,8,200.0,No,No,"beverages, fast food",bannerghatta road,bannerghatta road
The Shawarma Inc,quick bites,3.3,94,200.0,Yes,No,"arabian, fast food","byresandra,tavarekere,madiwala",koramangala 5th block
The Shawarma Shop,quick bites,2.8,40,250.0,No,No,arabian,hsr,koramangala 4th block
The Sip Shop,quick bites,2.8,40,200.0,Yes,No,"pizza, beverages, ice cream",banashankari,basavanagudi
The Sky Lounge - Tamarind Hospitality,bar,3.7,40,1200.0,No,No,"north indian, south indian, chinese, continental",kalyan nagar,banaswadi
The Smoke Co.,casual dining,4.3,516,2500.0,Yes,Yes,"american, european","byresandra,tavarekere,madiwala",koramangala 6th block
The Sofraah Kebabs & Kurries - Eden Park Restaurants,casual dining,3.8,176,1350.0,No,Yes,"north indian, afghan",jayanagar,jayanagar
The Souk,cafe,3.7,66,800.0,Yes,No,"cafe, mediterranean, italian, pizza, continental",brigade road,ulsoor
The South,quick bites,3.7,21,200.0,No,No,south indian,whitefield,whitefield
The Spice Bazaar,"casual dining, bar",4.2,332,1000.0,No,Yes,"north indian, mughlai",brigade road,lavelle road
The Spice Box,casual dining,3.6,30,800.0,No,No,"north indian, south indian",indiranagar,old airport road
The Spice Factory,casual dining,3.1,29,550.0,Yes,No,"north indian, mughlai, chinese",hsr,hsr
The Spice Pavillion,casual dining,3.7,125,600.0,Yes,No,north indian,brookefield,marathahalli
The Spice Saga,casual dining,3.7,124,750.0,Yes,No,"biryani, north indian, chinese, seafood",banashankari,kumaraswamy layout
The Spicy Kitchen,quick bites,3.1,17,300.0,Yes,No,"arabian, rolls",old airport road,thippasandra
The Square - Novotel,fine dining,4.3,760,2500.0,No,Yes,"continental, north indian, japanese, italian",bellandur,marathahalli
The Square Table,casual dining,4.2,560,1000.0,Yes,Yes,"north indian, maharashtrian, south indian",brookefield,whitefield
The Story Wall Bistro,casual dining,3.7,18,600.0,No,No,"italian, continental",kalyan nagar,banaswadi
The Street Kitchen,quick bites,3.7,16,300.0,Yes,No,"north indian, fast food, chinese, beverages",malleshwaram,new bel road
The Studio Bar,lounge,4.0,775,1400.0,No,No,"italian, american, north indian",malleshwaram,malleshwaram
The Studio Cafe,cafe,3.8,20,400.0,No,No,"cafe, beverages",basavanagudi,jayanagar
The Sugar Factory - Le Meridien,club,3.9,628,2000.0,No,No,finger food,lavelle road,sankey road
The Sugar Fairy,bakery,4.3,241,100.0,No,No,"bakery, desserts",frazer town,frazer town
The Sugar Therapy,"dessert parlor, bakery",3.8,25,500.0,No,No,"desserts, bakery",brigade road,richmond road
The Sweet Spot,dessert parlor,4.0,157,300.0,No,No,desserts,koramangala 4th block,koramangala 6th block
The Table,bakery,3.8,42,400.0,Yes,No,"bakery, desserts",old airport road,indiranagar
The Taj Hotel,quick bites,3.5,12,350.0,No,No,"biryani, mughlai",basavanagudi,city market
The Tandoori Chai,quick bites,3.9,60,400.0,Yes,No,"north indian, fast food, street food, beverages","byresandra,tavarekere,madiwala",hsr
The Tao Terraces,casual dining,3.9,1937,2100.0,Yes,Yes,"thai, japanese, korean, burmese, chinese",lavelle road,mg road
The Taste Adda,quick bites,2.8,40,200.0,No,No,"north indian, fast food, beverages",brigade road,ulsoor
The Taste Players,casual dining,3.7,51,500.0,Yes,No,"north indian, chinese, mughlai, biryani",whitefield,whitefield
The Teal Door Cafe,cafe,4.2,1852,800.0,Yes,No,"cafe, continental",indiranagar,indiranagar
The Terminus - The Oterra,lounge,4.0,119,2500.0,No,Yes,"finger food, continental",electronic city,electronic city
The Terrace at Gilly's Redefined,"microbrewery, casual dining",4.5,905,1400.0,No,Yes,"continental, finger food, asian, north indian",koramangala 6th block,koramangala 4th block
The Terrace at Windmills Craftworks,casual dining,4.1,450,1800.0,No,No,north indian,brookefield,whitefield
The Thali Company,"takeaway, delivery",3.3,7,600.0,No,No,"north indian, lucknowi",hsr,hsr
The ThickShake Factory,beverage shop,2.8,19,350.0,Yes,No,"beverages, juices",brigade road,cunningham road
The Three Dragons,delivery,3.3,5,400.0,No,No,chinese,electronic city,electronic city
The Tiffin Express,quick bites,2.6,16,250.0,No,No,south indian,koramangala 4th block,koramangala 4th block
The Timber Times Cafe,cafe,3.2,4,400.0,No,No,cafe,malleshwaram,malleshwaram
The Tiny Taproom,"bar, casual dining",2.8,40,800.0,No,No,"south indian, north indian, chinese, thai",indiranagar,indiranagar
The Tower Of Pizza,quick bites,2.9,16,500.0,No,No,"pizza, italian","byresandra,tavarekere,madiwala",koramangala 5th block
The Trundle,casual dining,3.7,133,700.0,Yes,No,"chinese, thai, continental, north indian",banashankari,jayanagar
The Tucck Box,quick bites,3.4,7,300.0,No,No,"chinese, south indian",jp nagar,jp nagar
The Twenty Handmade Chocolates,confectionery,3.8,30,300.0,Yes,No,desserts,hsr,hsr
The Twisted Desi,casual dining,2.8,40,1000.0,Yes,Yes,"continental, italian, north indian, chinese",frazer town,indiranagar
The Underground Gastropub,pub,3.0,37,1000.0,No,No,finger food,"byresandra,tavarekere,madiwala",koramangala 5th block
The Underpass Pub & Grub,"pub, casual dining",4.0,720,1500.0,No,Yes,"finger food, continental, north indian, chinese",jp nagar,jp nagar
The Upper Deck - Raaj Residency,casual dining,3.6,35,800.0,Yes,No,"north indian, chinese",basavanagudi,basavanagudi
The Urban Roof,casual dining,3.6,80,800.0,Yes,No,"italian, chinese, continental",kammanahalli,kalyan nagar
The US Burger,quick bites,3.0,13,150.0,No,No,fast food,electronic city,electronic city
The Vacationer's Cafe,cafe,4.1,306,600.0,Yes,No,"cafe, continental, mexican","byresandra,tavarekere,madiwala",koramangala 7th block
The Vape,casual dining,4.0,600,800.0,Yes,No,"asian, beverages",bellandur,hsr
The Velu's,kiosk,3.6,12,200.0,No,No,"fast food, chinese",indiranagar,domlur
The Village Hotel,quick bites,3.5,14,450.0,Yes,No,kerala,"byresandra,tavarekere,madiwala",hsr
The Village Restaurant,quick bites,3.0,9,200.0,No,No,"north indian, chinese",whitefield,whitefield
The Vintage Cafe,cafe,3.0,62,400.0,Yes,No,"cafe, french, north indian",banashankari,banashankari
The Waffcake Legacy,dessert parlor,4.0,167,350.0,Yes,No,"desserts, street food, sandwich, beverages",brookefield,marathahalli
The Waffle Press,dessert parlor,4.2,122,400.0,Yes,No,"desserts, ice cream",mg road,st. marks road
The Waffle Street,"quick bites, dessert parlor",3.9,46,300.0,Yes,No,"continental, beverages, burger, coffee, desserts","byresandra,tavarekere,madiwala",hsr
The Waffle Yard,"dessert parlor, quick bites",4.2,149,300.0,No,No,"desserts, fast food",new bel road,new bel road
The Waffles Hut,dessert parlor,3.6,17,400.0,Yes,No,desserts,malleshwaram,malleshwaram
The Waverly Express,cafe,3.5,12,650.0,No,No,cafe,whitefield,whitefield
The Whiskey Bar,bar,3.7,43,2800.0,No,Yes,"finger food, north indian",brigade road,race course road
The White Room - Coffee & Kitchen,cafe,4.0,1701,1000.0,No,Yes,"cafe, continental, american, desserts",brigade road,church street
The Whitefield Arms Pub & Microbrewery,"pub, microbrewery",4.2,1113,1600.0,Yes,Yes,"british, continental, bbq",whitefield,whitefield
The Wicked Cup,cafe,3.9,56,350.0,No,No,"cafe, sandwich, fast food, beverages, desserts",hsr,hsr
The Wok,food court,2.8,89,500.0,Yes,No,"chinese, momos",brookefield,whitefield
The Wok Shop,quick bites,3.4,7,500.0,Yes,No,"asian, chinese, momos, fast food, indonesian, korean",brigade road,ulsoor
The World Cafe,cafe,3.8,31,600.0,No,No,cafe,malleshwaram,malleshwaram
The Yellow Chilli,casual dining,3.8,583,1200.0,Yes,Yes,"north indian, mughlai, biryani",jayanagar,jayanagar
The Yellow Submarine,"microbrewery, casual dining",4.4,2075,1200.0,No,Yes,"continental, north indian, chinese, pizza, thai",jp nagar,bannerghatta road
The Yellow Tuk-Tuk Cafe,cafe,3.6,16,500.0,No,No,"cafe, continental, beverages","byresandra,tavarekere,madiwala",koramangala 5th block
The Yogisthaan Cafe,cafe,4.1,60,600.0,Yes,No,"cafe, healthy food, salad, beverages","byresandra,tavarekere,madiwala",koramangala 2nd block
The Yummy Box,quick bites,3.8,28,200.0,Yes,No,"north indian, chinese",marathahalli,marathahalli
The Yummy Tummy,quick bites,3.5,13,200.0,No,No,"north indian, street food",bannerghatta road,bannerghatta road
The Zaika Of Banaras,quick bites,3.3,26,350.0,Yes,No,"north indian, street food",marathahalli,marathahalli
Theeram Restaurant,quick bites,3.8,46,400.0,Yes,No,"north indian, kerala",sarjapur road,sarjapur road
Thejas Bhavan,quick bites,3.5,27,400.0,Yes,No,"north indian, south indian, chinese",bannerghatta road,bannerghatta road
TheRiceBowl.In,takeaway,3.4,19,200.0,Yes,No,"biryani, north indian",bannerghatta road,btm
TherPUP - a Dog Cafe,cafe,4.2,1012,700.0,No,No,cafe,whitefield,whitefield
Thindi Mane,quick bites,3.4,6,300.0,No,No,south indian,jp nagar,jp nagar
Thindi Palace,casual dining,3.1,61,600.0,No,No,"north indian, south indian, chinese",rajajinagar,basaveshwara nagar
Third Wave Coffee Roasters,cafe,2.8,40,800.0,No,No,"cafe, continental, desserts",brookefield,whitefield
Third Wave Coffee Roasters @ The Bohemian House,cafe,2.8,40,800.0,No,No,"cafe, continental, desserts",lavelle road,richmond road
Thirsty Tiger,"bar, casual dining",3.5,51,1300.0,No,Yes,"continental, finger food",bannerghatta road,jp nagar
Thiruvithamkoor Restaurant,quick bites,3.3,294,400.0,Yes,No,"kerala, seafood, south indian, biryani",bellandur,sarjapur road
This Cafe Has No Name Cafe,cafe,3.2,79,500.0,Yes,No,"cafe, beverages",electronic city,electronic city
Thom's Bakery,"bakery, quick bites",4.1,211,200.0,No,No,"bakery, fast food",brigade road,frazer town
Thomson's Bakery,bakery,3.5,7,300.0,No,No,bakery,frazer town,frazer town
Thottathil Restaurant,quick bites,3.8,69,300.0,No,No,"kerala, south indian, biryani","byresandra,tavarekere,madiwala",btm
Thran,casual dining,4.2,308,1300.0,No,Yes,korean,kalyan nagar,kalyan nagar
Thran Bakery,bakery,3.6,8,600.0,No,No,"bakery, desserts, beverages",kalyan nagar,kalyan nagar
Three Dots & A Dash,"bar, casual dining",4.3,1196,1500.0,No,Yes,"european, continental",bannerghatta road,jp nagar
Thrilok Restaurant,quick bites,3.4,9,350.0,No,No,"mangalorean, seafood",banashankari,banashankari
ThrowBack - Pub & Dine,"bar, casual dining",3.9,234,1000.0,No,No,"italian, north indian, continental",brigade road,langford town
Thrupthi Restaurant,quick bites,3.4,15,150.0,No,No,kerala,bannerghatta road,bannerghatta road
ThugLife Rolls,quick bites,3.5,40,200.0,No,No,rolls,koramangala 6th block,hosur road
Thunder Fried Chicken,quick bites,3.6,179,350.0,Yes,No,"north indian, biryani, mughlai, rolls",indiranagar,jeevan bhima nagar
T-hut Cafe,quick bites,3.6,21,300.0,Yes,No,"chinese, beverages",kalyan nagar,banaswadi
Thyme & Whisk,casual dining,2.8,40,800.0,Yes,No,"asian, chinese, continental, italian",basavanagudi,jayanagar
Tiamo - Conrad Bengaluru,fine dining,4.2,139,2500.0,No,Yes,"italian, mediterranean",indiranagar,ulsoor
Tibbs Frankie,quick bites,2.9,17,200.0,No,No,"street food, rolls",whitefield,whitefield
Tibetan Kitchen,quick bites,4.3,245,600.0,Yes,No,"tibetan, chinese, continental, momos","byresandra,tavarekere,madiwala",koramangala 5th block
Tibetan Mother's Kitchen,casual dining,4.0,957,500.0,Yes,No,"tibetan, chinese, momos","byresandra,tavarekere,madiwala",koramangala 7th block
Tiffanys,casual dining,2.9,31,1000.0,No,No,"continental, italian, chinese",brigade road,shanti nagar
Tiffin Box,"takeaway, delivery",2.8,40,200.0,Yes,No,north indian,"byresandra,tavarekere,madiwala",btm
Tiffin Inn's,quick bites,3.7,24,250.0,Yes,No,south indian,marathahalli,marathahalli
Tiffin Room - Miraya Hotel & Residences,fine dining,3.7,138,2000.0,No,Yes,"north indian, south indian, asian",whitefield,whitefield
Tiffinwala,"takeaway, delivery",2.8,40,500.0,Yes,No,"north indian, chinese",indiranagar,indiranagar
Tiffun,quick bites,3.9,83,300.0,Yes,No,north indian,indiranagar,cv raman nagar
Tiger Trail - Ramada Hotel,"casual dining, bar",4.0,188,1300.0,Yes,Yes,"north indian, lucknowi",brigade road,shivajinagar
Tiger Trail - Royal Orchid Hotel,fine dining,4.1,303,2000.0,No,Yes,north indian,indiranagar,old airport road
Tijouri,fine dining,4.0,70,2800.0,No,Yes,"north indian, mughlai",brigade road,race course road
Tikka Kebab,quick bites,3.7,69,250.0,Yes,No,"kebab, north indian, chinese",electronic city,electronic city
Till The Last Bite,quick bites,3.4,7,300.0,No,No,"north indian, chinese",electronic city,electronic city
Tilt Gastro Lounge,"lounge, casual dining",4.1,1235,1500.0,No,Yes,"continental, american, north indian, chinese","byresandra,tavarekere,madiwala",koramangala 5th block
Tim Cafe,cafe,3.6,39,250.0,Yes,No,"cafe, sandwich, beverages",brookefield,marathahalli
Tim Tai,casual dining,4.4,3667,1400.0,Yes,Yes,"chinese, thai, asian, malaysian, vietnamese, sri lankan, burmese","byresandra,tavarekere,madiwala",koramangala 5th block
Time Traveller - Sai Vishram,casual dining,4.2,882,1100.0,Yes,No,"continental, north indian, south indian, chinese",electronic city,electronic city
Timepass Dinner,casual dining,3.8,286,600.0,Yes,No,north indian,banashankari,basavanagudi
Tintin Da Dhaba,casual dining,3.4,7,500.0,No,No,north indian,marathahalli,marathahalli
Tippler,pub,4.2,2901,1300.0,No,Yes,"russian, continental, north indian",indiranagar,indiranagar
Tipsy Bull - The Bar Exchange,"bar, casual dining",4.4,2182,1400.0,Yes,Yes,"north indian, chinese, continental, mexican",bellandur,bellandur
Tisano Cafe,cafe,3.8,54,500.0,Yes,No,"cafe, fast food, chinese, continental",bannerghatta road,bannerghatta road
Tiwari's,quick bites,3.8,69,200.0,Yes,No,"north indian, street food",jayanagar,jayanagar
Tiwari's Ghee Paratha and Chats,quick bites,3.2,6,200.0,Yes,No,"north indian, street food",bannerghatta road,jp nagar
TLP Cafe,cafe,3.9,250,400.0,Yes,No,"cafe, italian",malleshwaram,malleshwaram
Toast & Tonic,casual dining,4.6,1082,1500.0,No,Yes,"european, asian",brigade road,richmond road
Toast And Salad,quick bites,3.5,25,300.0,Yes,No,healthy food,new bel road,new bel road
Today Coffee,quick bites,2.8,40,150.0,Yes,No,south indian,electronic city,electronic city
Toit,microbrewery,4.7,14956,1500.0,No,No,"italian, american, pizza",indiranagar,indiranagar
TOKI Taco House,quick bites,3.6,72,200.0,Yes,No,mexican,"byresandra,tavarekere,madiwala",koramangala 6th block
Tomago Roast,quick bites,3.5,12,400.0,Yes,No,"fast food, beverages","byresandra,tavarekere,madiwala",btm
Tomba Kitchens,quick bites,2.8,40,300.0,No,No,north eastern,koramangala 4th block,ejipura
Tongue Twisters,quick bites,3.5,283,350.0,Yes,No,"bengali, north indian, oriya",bannerghatta road,btm
Top Foam Parantha Roll & Juice Centre,quick bites,3.4,13,300.0,No,No,"north indian, chinese, fast food, rolls",koramangala 7th block,btm
Toping Twist,quick bites,2.8,40,200.0,No,No,chinese,hsr,hsr
Toscano,casual dining,4.2,1038,1500.0,Yes,Yes,"italian, salad",whitefield,whitefield
Toscano - Mojito Bar,casual dining,4.3,654,1500.0,Yes,Yes,"continental, italian, mediterranean, salad",whitefield,whitefield
Toscano Wine Connection,"casual dining, bar",2.8,40,1200.0,No,No,"mediterranean, italian",brookefield,"varthur main road, whitefield"
Tosco,beverage shop,3.5,13,250.0,No,No,beverages,indiranagar,indiranagar
Totaram's Paranthas,quick bites,3.5,140,300.0,Yes,No,north indian,malleshwaram,new bel road
Totus,quick bites,2.8,40,300.0,Yes,No,chinese,bannerghatta road,btm
Treat,casual dining,3.8,60,800.0,Yes,No,"north indian, mughlai",brookefield,whitefield
Treat Kitchen,quick bites,3.8,79,400.0,Yes,No,"north indian, chinese, seafood",marathahalli,thippasandra
Treat Restaurant,casual dining,2.8,31,400.0,Yes,No,"south indian, north indian, chinese",brookefield,whitefield
Treatley,delivery,3.1,425,500.0,Yes,No,"north indian, fast food",whitefield,whitefield
Tree Top,casual dining,3.8,74,1000.0,Yes,No,"continental, chinese, north indian, south indian",basavanagudi,wilson garden
Tree Tops Bar & Kitchen,"casual dining, bar",4.4,108,1000.0,No,Yes,"north indian, chinese, continental, italian",brigade road,lavelle road
Trendz Corner,quick bites,3.6,31,200.0,No,No,"south indian, north indian",basavanagudi,jayanagar
Trick Or Treat,cafe,4.2,618,500.0,No,No,"cafe, burger, continental, pizza, steak",brigade road,brigade road
TRIGEREATO,cafe,4.3,104,700.0,Yes,Yes,"cafe, continental, beverages",koramangala 7th block,koramangala 8th block
Trinity Club Lounge,lounge,3.5,20,1500.0,No,No,finger food,brookefield,whitefield
Trippy Paradise,cafe,2.6,59,900.0,Yes,No,cafe,bannerghatta road,btm
Tripti Hotel & Restaurant,quick bites,3.6,18,200.0,No,No,"biryani, south indian, north indian",new bel road,new bel road
Tripura Express,"takeaway, delivery",2.9,156,450.0,Yes,No,"pizza, beverages",indiranagar,old airport road
Trisha's Kitchen,"takeaway, delivery",3.2,4,300.0,Yes,No,"north indian, chinese",electronic city,electronic city
Triveni,casual dining,3.6,33,600.0,Yes,No,"andhra, north indian, chinese",bannerghatta road,bannerghatta road
Trofi N Treats,food court,2.8,9,250.0,Yes,No,"rolls, fast food",rajajinagar,vijay nagar
Troll,dessert parlor,3.8,102,300.0,Yes,No,"desserts, ice cream",brigade road,indiranagar
Troll Cafe,cafe,3.4,7,400.0,No,No,cafe,malleshwaram,rajajinagar
TRP -That Roll Place,"quick bites, food court",3.6,14,200.0,No,No,"fast food, rolls",bellandur,bellandur
TRS Family Restaurant,quick bites,2.8,40,150.0,No,No,"south indian, andhra",electronic city,electronic city
TRUE BLEU RESTO CAFE,quick bites,4.2,70,400.0,Yes,No,"pizza, burger, sandwich, coffee, desserts, continental, salad, asian",hsr,hsr
True South,quick bites,2.8,40,200.0,Yes,No,"beverages, fast food",electronic city,electronic city
Truffles,cafe,4.5,3568,900.0,No,No,"cafe, american, burger, steak",brigade road,st. marks road
Truly Punjab,"takeaway, delivery",4.0,360,500.0,Yes,No,"north indian, biryani","byresandra,tavarekere,madiwala",koramangala 1st block
Tuba Rolls & Snacks,quick bites,3.0,58,200.0,Yes,No,"chinese, fast food, north indian, rolls",electronic city,electronic city
Tuckinto,cafe,3.8,30,400.0,Yes,No,cafe,malleshwaram,yeshwantpur
Tuffreys,dessert parlor,3.6,25,250.0,Yes,No,"desserts, ice cream",indiranagar,cv raman nagar
Tuk-Tuk,food court,2.7,36,400.0,No,No,north indian,whitefield,whitefield
Tulips,casual dining,3.1,19,800.0,No,No,"north indian, south indian, chinese, continental",bannerghatta road,bannerghatta road
Tumbites,quick bites,2.8,40,200.0,Yes,No,north indian,bellandur,bellandur
Tummy Delight,quick bites,3.5,15,400.0,No,No,north indian,"byresandra,tavarekere,madiwala",btm
Tummy Fuel,cafe,4.1,450,400.0,Yes,No,"cafe, beverages, fast food",jayanagar,jayanagar
Tummy Singh,quick bites,2.8,40,700.0,Yes,No,"north indian, chinese",brookefield,brookefield
Tummy Wants Yummy,quick bites,2.8,40,150.0,No,No,north indian,marathahalli,marathahalli
Tunday Kababi,casual dining,3.8,721,500.0,Yes,No,"north indian, rolls, kebab",indiranagar,indiranagar
Turkish Shawarma,"takeaway, delivery",3.6,21,200.0,Yes,No,rolls,basavanagudi,btm
Turquoise,lounge,2.8,56,1200.0,No,No,north indian,bannerghatta road,jp nagar
Twilight Global Restaurant,quick bites,3.5,22,600.0,Yes,No,"north indian, chinese",kalyan nagar,kalyan nagar
Twins,"casual dining, bar",3.8,139,500.0,No,No,"north indian, chinese, continental",kalyan nagar,kammanahalli
Twist N Roll,quick bites,3.4,13,400.0,No,No,fast food,new bel road,yelahanka
Twiststick House,quick bites,4.1,163,500.0,Yes,No,"continental, fast food, street food, momos",banashankari,basavanagudi
Two Friends Cauldron,casual dining,4.1,448,700.0,Yes,Yes,"continental, italian, american",bannerghatta road,jp nagar
Two States,quick bites,3.4,5,250.0,No,No,"north indian, south indian, chinese, street food","byresandra,tavarekere,madiwala",btm
U.P. Dhaba,quick bites,2.8,511,350.0,Yes,No,"north indian, chinese",brookefield,whitefield
UBCR,cafe,3.5,9,1000.0,No,No,"italian, american, chinese, arabian, north indian, cafe",marathahalli,marathahalli
UBCR Cafe & Resto,cafe,3.6,17,500.0,No,No,"cafe, burger, continental, chinese",hsr,hsr
UBQ By Barbeque Nation,delivery,3.1,14,450.0,Yes,No,"north indian, bbq, biryani, kebab",kalyan nagar,kalyan nagar
Uday Sweets,sweet shop,3.5,33,250.0,Yes,No,"mithai, fast food",koramangala 4th block,koramangala 6th block
Udupa Fast Food,quick bites,3.3,4,400.0,No,No,south indian,malleshwaram,rajajinagar
Udupas Veg Restaurant,quick bites,3.2,11,300.0,No,No,"south indian, north indian",frazer town,banaswadi
Udupi Aatithya,quick bites,4.0,77,300.0,Yes,No,"south indian, north indian, chinese",bellandur,bellandur
Udupi Bhavan,quick bites,3.8,170,400.0,Yes,No,"chinese, north indian, south indian",hsr,hsr
Udupi Cafe,quick bites,3.6,12,300.0,Yes,No,"south indian, north indian, chinese, street food",whitefield,whitefield
Udupi Delux,casual dining,2.6,140,400.0,No,No,"south indian, north indian, chinese",brookefield,brookefield
Udupi Deluxe,quick bites,3.8,35,300.0,No,No,"south indian, north indian, chinese",marathahalli,kaggadasapura
Udupi Food Junction,quick bites,3.5,9,250.0,Yes,No,"south indian, north indian",electronic city,electronic city
Udupi Garden,quick bites,3.0,44,300.0,No,No,"north indian, chinese, south indian, street food",malleshwaram,yeshwantpur
Udupi Gardenia,quick bites,3.3,21,400.0,Yes,No,south indian,kammanahalli,banaswadi
Udupi Gokul Cafe,quick bites,3.8,58,300.0,No,No,south indian,"byresandra,tavarekere,madiwala",btm
